vi_wseg,labels
"Ở ngoài sân , bác Yôl đang nói_chuyện với 10 người lạ .",Usual
Khi đó mới đan được 6 cái .,Usual
"Trong thời_gian 150 phút , mỗi lớp cử ra 2 học_sinh tham_gia các nội_dung của hội thi , trong đó học_sinh nam tham_gia thi đan_lát và học_sinh nữ thi dệt thổ_cẩm .",Social
"Huyện Vĩnh_Thạnh thực_hiện lồng_ghép có hiệu_quả nguồn vốn các chương_trình , dự_án giảm nghèo bền_vững với chương_trình xây_dựng nông_thôn mới , nhằm tạo điều_kiện đẩy_mạnh phát_triển sản_xuất hàng_hoá , nâng mức thu_nhập cho hộ nghèo .",Social
Vui nhất_là bọn trê con .,Usual
"Chỉ 1 năm sau , bác đã có thêm 1 con nghé và hơn chục con_con ngựa con .",Usual
"Đài_Phát_thanh và Truyền_hình Bình_Định , Báo Bình_Định",Social
Bố Yôl kể rằng : Bố_mẹ trồng những cây_ăn_quả đầu_tiên ở khu vườn này cách đây hơn 9 mươi năm .,Usual
"Chỉ một năm sau , bác đã có thêm một con nghé và hơn chục con chim con .",Usual
Buổi tối bà đi chợ bán củi .,Usual
"Phần_lớn các dự_án ứng_dụng khoa_học và công_nghệ đã giúp cho người_dân miền núi , vùng dân_tộc_thiểu_số tiếp_cận với những thành_tựu mới về khoa_học_kỹ_thuật",Social
"Tuyên_truyền những tiến_bộ KHKT trong trồng_trọt , chăn_nuôi ; những kinh_nghiệm trong sản_xuất , kinh_doanh vươn lên thoát nghèo và làm_giàu chính_đáng của các tàng lớp nhân_dân .",Social
Và ý_kiến thẩm_định của Sở Tư_pháp tại Báo_cáo số 68 / BC-STP ngày 10 tháng 4 năm 2020,Politics
"Hôm_nay , Yôl thường thả mèo ở bãi có gần hồ , rồi đi lấy củi .",Usual
"Đặc_biệt là công_tác chuyển_giao tiến_bộ khoa_học_kỹ_thuật cho người_dân đã được UBND huyện quan_tâm thông_qua việc đàu tư xây_dựng mô_hình , tập_huấn chuyển_giao tiến_bộ khoa_học_kỹ_thuật",Social
"Trước_mắt , xem_xét , lựa_chọn các điểm giết_mổ phù_hợp , nâng_cấp cơ_sở vật_chất , thiết_bị hình_thành cơ_sở giết_mổ động_vật nhỏ_lẻ ( theo quy_định tài Khoản 2 Điều 69 Luật Thú_y ) hình_thành các Tổ hợp_tác , Hợp_tác_xã",Politics
"Sáng sớm , Yôl cùng anh rể sang thăm .",Usual
Tổng mức đầu_tư của công_trình :,Politics
"Sở Kế_hoạch và Đầu_tư : Chủ_trì , phối_hợp với Sở Văn_hoá , Thể_thao và Du_lịch và các Sở , ngành , huyện , thị_xã , thành_phố xây_dựng , thẩm_định các dự_án",Politics
Hoàng_hôn bà đi chợ bán củi .,Usual
Hôm_nay bà đi chợ bán củi .,Usual
"Tên công_trình , chủ đầu_tư , hình_thức đầu_tư",Politics
Chị_gái đang đan mười cái nữa .,Usual
"Cày_bừa làm nhỏ đất , lên luống rộng 2,5 m và đào hố 50 x 50 x 50 cm",Science
"Đến chiều , cả nhà đã suốt được bốn đống lúa to .",Usual
"Các thành_viên Hội_đồng được sử_dụng bộ_máy , phương_tiện của cơ_quan , tổ_chức nơi mình công_tác để thực_hiện nhiệm_vụ được Chủ_tịch Hội_đồng phân_công .",Politics
"Trước khi đi , mẹ dặn :",Usual
"Lúc đầu , tôi đang đi học lớp 10 ở trường làng .",Usual
"Phối_hợp với UBND các huyện , thị_xã , thành_phố rà_soát hệ_thống cầu , đường lắp_đặt cọc tiêu , dải_phân_cách , biển cảnh_báo nguy_hiểm bảo_đảm an_toàn cho người và phương_tiện .",Politics
"Dùng liềm cắt cách gốc 10 cm , đem về ủ 1-2 hôm cho rụng hết lá rồi tãi ra sân phơi có lót màng nilon hoặc nong nia trong 4-5 giờ , sau đó đập , sàng sẩy lấy hạt .",Science
Căn_cứ Luật Ngân_sách Nhà_nước ngày 16 tháng 12 năm 2002 ;,Politics
"Hôm_kìa , Yôl thường thả chó ở bãi có gần hồ , rồi đi lấy củi .",Usual
"Tại hội_nghị , Hội_đồng nghĩa_vụ_quân_sự thông_qua danh_sách 1.297 thanh_niên trong diện nhập_ngũ trên địa_bàn huyện và tổ_chức xét_duyệt theo từng xã , thị_trấn",Social
"Chăm_sóc : Sau khi cây vừng mọc cao khoảng 10 - 15cm thì tỉa cây với khoảng_cách 5 - 7cm , đảm_bảo mật_độ 50 - 70 cây / m2 .",Science
"Từ năm 2013 - 2015 , hoàn_thành việc in sách 50 bài võ cổ_truyền tiêu_biểu của Bình_Định để bảo_tồn và quảng_bá .",Social
"Phân_công trách_nhiệm cụ_thể cho từng thành_viên để chỉ_đạo , điều_hành theo chức_năng , nhiệm_vụ và phụ_trách địa_bàn , tăng_cường kiểm_tra , đôn_đốc , giám_sát công_tác tổ_chức tiêm phòng , phòng , chống dịch_bệnh động_vật tại địa_phương .",Politics
"Vào những ngày này , thím Yôl và dân_làng thường hay ra sông vớt củi về đun .",Usual
"Ông Cao_Văn_Bình , Phó Giám_đốc Sở Giáo_dục - Đào_tạo ;",Politics
Ông đang đan sáu cái nữa .,Usual
"Về các yêu_cầu kỹ_thuật của máy thông_tin liên_lạc sóng HF tầm xa có tích_hợp thiết_bị định_vị vệ_tinh ( GPS ) để ngư_dân mua_sắm , lắp_đặt và sử_dụng .",Social
"Các gói dịch_vụ về DS-KHHGĐ được nhiều cặp vợ_chồng sử_dụng , từ năm 2015 đến nay cho thấy tỷ_lệ cặp vợ_chồng trong độ tuổi sinh_đẻ sử_dụng các biện_pháp tránh thai hiện_đại đạt trên 85% ; trong đó số người sử_dụng các biện_pháp tránh thai như sử_dụng bao_cao_su đạt 107% , đình_sản đạt 83,3% ; uống thuốc tránh thai đạt 96,6% ; tỷ_lệ sinh con thứ 3 giảm 3,19% .",Social
Quyết_định số 1672 / QĐ-TTg ngày 30/11/2018 của Thủ_tướng Chính_phủ về việc phê_duyệt đồ_án Quy_hoạch xây_dựng vùng tỉnh Bình_Định đến năm 2035 ;,Politics
"Buổi tối , Yôl cùng anh_trai sang thăm .",Usual
Xây_dựng cơ_sở_dữ_liệu về công_tác quản_lý chất_lượng an_toàn thực_phẩm nông_lâm thuỷ_sản .,Social
Xét_Tờ trình số 40 / TTr-UBND ngày 19 tháng 6 năm 2018 của Uỷ_ban_nhân_dân tỉnh về việc đề_nghị thông_qua Nghị_quyết ban_hành,Politics
"Báo_cáo kết_quả triển_khai thực_hiện Tháng hành_động năm 2017 , gửi Sở Lao_động - Thương_binh và Xã_hội trước ngày 20/12/2017 để tổng_hợp , báo_cáo UBND tỉnh và Bộ Lao_động - Thương_binh và Xã_hội theo quy_định",Politics
"Buổi tối , Yôl thường thả lợn ở bãi có gần hồ , rồi đi lấy củi .",Usual
Bố Yôl kể rằng : Bố_mẹ trồng những cây_ăn_quả đầu_tiên ở khu vườn này cách đây hơn 8 mươi năm .,Usual
"Căn_cứ Thông_tư số 15/2012/TT-BNV ngày 25/12/2012 của Bộ Nội_vụ hướng_dẫn về tuyển_dụng , ký_kết hợp_đồng làm_việc và đền_bù chi_phí đào_tạo đối_với_viên_chức ;",Politics
"Về nhiệm_vụ trong thời_gian tới , xã Vĩnh_Kim tập_trung tăng_cường đa_dạng_hoá các phong_trào , tuyên_truyền về nội_dung xây_dựng nông_thôn mới để người_dân hiểu và hưởng_ứng , nâng chất các chỉ_tiêu đã đạt được , tham_mưu với các ngành chức_năng cấp trên để có hỗ_trợ nhằm mang lại hiệu_quả cho sản_xuất nông_nghiệp ; đầu_tư xây_dựng các mô_hình phát sản_xuất nông_nghiệp nhằm chuyển_giao các tiến_bộ khoa_học cho người_dân ; giải_quyết đầu_ra cho các loại nông_sản ở địa_phương góp_phần nâng cao thu_nhập cho người dân",Social
Vòng 2 : Thi_viết môn nghiệp_vụ chuyên_ngành,Social
Các anh hay săn được thú gì ?,Usual
"Trong 6 tháng đầu năm 2019 , kinh_tế - xã_hội trên địa_bàn huyện Vĩnh_Thạnh tiếp_tục phát_triển ổn_định , tổng giá_trị sản_xuất ước thực_hiện 928,4 tỷ đồng , đạt 51,5% kế_hoạch , tăng 14,4% so với cùng kỳ , trong đó sản_xuất nông , lâm_nghiệp và thuỷ_sản tăng 8,2% ; công_nghiệp - tiểu_thủ_công_nghiệp tăng 28,9% ; thương_mại - dịch_vụ tăng 19,6% . Văn_hoá , xã_hội , cải_cách hành_chính và phòng_chống tham_nhũng , lãng_phí tiếp_tục có những chuyển_biến tích_cực , đời_sống của nhân_dân từng bước được cải_thiện và nâng lên",Social
"Lúc nãy , mình đang đi học lớp 8 ở trường làng .",Usual
"Đi xem hết chợ một lượt , bác dừng lại chỗ người bán nhiều rựa nhất .",Usual
Đây là mô_hình cá_rô đầu vuông được Trung_tâm Khuyến_nông tỉnh triển_khai nuôi đầu_tiên ở Vĩnh_Thạnh,Social
"Mẹ mua cho Yôl 1 cái quần màu xanh , 1 cái áo màu trắng .",Usual
"Ở ngoài sân , anh rể Yôl đang nói_chuyện với bảy người lạ .",Usual
Ba bạn khác thích làm phi_công .,Usual
Tổng_kết công_tác hoạt_động giai_đoạn 2010 - 2015,Social
Chủ_động xây_dựng và triển_khai có hiệu_quả Kế_hoạch hành_động bảo_đảm an_toàn thực_phẩm trong lĩnh_vực nông_nghiệp và Quyết_định số 45/2019/QĐ-UBND ngày 23/8/2019 của UBND tỉnh Bình_Định,Politics
"Nhìn_chung , công_tác bầu_cử trên địa_bàn huyện Vĩnh_Thạnh diễn ra thuận_lợi , cử_tri khẩn_trương đến các điểm bầu_cử để bầu_chọn các ứng_cử_viên có đủ phẩm_chất , đạo_đức , năng_lực vào chức_danh trưởng_thôn , khu_phố nhiệm_kỳ 2019-2021",Social
"Đôn_đốc các Sở , ngành và địa_phương liên_quan trong việc triển_khai thực_hiện Đề_án , tổng_hợp kết_quả thực_hiện các dự_án thành_phần hàng năm , báo_cáo UBND tỉnh .",Politics
"Được biết , đối_tượng được hỗ_trợ gạo là các gia_đình có đất lúa không sản_xuất do hạn_hán vụ Hè_thu năm 2019 , với mức hỗ_trợ là 15 kg gạo / nhân_khẩu / tháng .",Social
Ngày_mai cô đi chợ bán củi .,Usual
"Theo đó , việc tuyên_truyền đại_hội đảng_bộ các cấp_tập trung vào 4 đợt cao_điểm .",Social
Nguyên_nhân : Do Phytoplasma ( dịch khuẩn bào ) gây ra . Bệnh Phytoplasma lan_truyền chủ_yếu qua hai con đường : Hom giống và môi_trường truyền bệnh loài rầy ( Hishimonus phycitis Distant ) .,Science
"Bên cạnh việc xây_dựng , trang_bị cơ_sở vật_chất , thiết_bị dạy và học , nâng cao chất_lượng giảng_dạy của đội_ngũ giáo_viên , huyện đã triển_khai thực_hiện dầy đủ các chế_độ chính_sách đối_với con_em đồng_bào DTTS như : cấp_phát dụng_cụ học_tập , hỗ_trợ gạo , tiền ăn và các nhu_cầu cá_nhân khác dể tạo điều_kiện cho các em học_tập tốt",Social
Phối_hợp với các ngành thực_hiện tốt các nội_dung để thành_lập và tổ_chức hoạt_động của Hội_đồng trẻ_em .,Politics
Cuối chương_trình có bài viết ghi_nhận Chuyển_biến trong công_tác chăm_sóc sức_khoẻ sinh_sản ở xã Vĩnh_Kim,Social
"Hôm kỉa , Yôl cùng bố sang thăm .",Usual
Có nhiều hội_viên tham_gia phong_trào thi_đua làm theo Bác tiết_kiệm giúp nhau giảm nghèo bền_vững với số tiền thu về gần 30 triệu đồng,Social
"Trình_tự , thủ_tục cấp mới , cấp lại , thu_hồi giấy chứng_nhận an_toàn thực_phẩm thực_hiện theo quy_định tại Điều 18 , Thông_tư số 45/2014/TT-BNNPTNT ngày 03/12/2014 của Bộ Nông_nghiệp và Phát_triển nông_thôn ;",Politics
"Dịp này , Công_an tỉnh đã tặng giấy khen cho các tập_thể , và cá_nhân hoàn_thành xuất_sắc nhiệm_vụ công_tác năm 2019",Politics
Báo_cáo về Ban Chỉ_huy PCTT và TKCN tỉnh để xây_dựng phương_án ứng_phó với bão .,Politics
Sáng sớm mới đan được 1 cái .,Usual
"Thực_trạng thiếu nước_sạch sinh_hoạt , ý_thức giữ_gìn vệ_sinh môi_trường của người_dân vẫn còn hạn_chế",Social
"Xế trưa , Yôl thường thả ngựa ở bãi có gần hồ , rồi đi lấy củi .",Usual
"Theo thống_kê của Phòng NN & PTNT huyện Vĩnh_Thạnh , hiện_nay toàn huyện có 46,6 ha diện_tích ao nuôi cá , 78 ha nuôi cá quảng_canh trong các hồ chứa . Riêng nghề nuôi cá lồng trên hồ Định_Bình hiện có 29 hộ dân ở thị_trấn Vĩnh_Thạnh và các xã : Vĩnh_Hảo , Vĩnh_Hiệp , Vĩnh_Thịnh nuôi với số_lượng 350 lồng cá , sản_lượng khai_thác trung_bình hơn 450 tấn mỗi năm",Social
"Sau một năm thử_nghiệm thành_công , trong 2 năm gần đây ông đã mở_rộng quy_mô lồng nuôi và đa_dạng đối_tượng cá như cá_lăng nha , thác lác cườm và một_số loại cá hỗn_hợp cho lợi_nhuận 300 triệu đồng / năm",Social
"nhân rộng các mô_hình , cách làm mới có hiệu_quả ;",Social
Ngành thuỷ_sản : Đảm_bảo chủ_động cung_cấp 100% nhu_cầu giống cho đối_tượng thuỷ_sản nuôi chủ_lực ;,Science
"Cùng với việc đẩy_mạnh công_tác tuyên_truyền , Huyện_uỷ , UBND huyện chỉ_đạo ngành y_tế huyện và UBND các xã , thị_trấn theo_dõi chặt_chẽ tình_hình sức_khoẻ của các đối_tượng có yếu_tố nguy_cơ ; chỉ_đạo các cơ_quan đơn_vị , trường_học trên địa_bàn huyện thực_hiện dọn_dẹp vệ_sinh , phun thuốc khử_trùng tiêu độc tại các khu_vực công_cộng",Social
"Trường_hợp cùng một thời_điểm , nội_dung có nhiều chính_sách ưu_đãi , hỗ_trợ khác nhau , đối_tượng thụ_hưởng được lựa_chọn áp_dụng chính_sách ưu_đãi , hỗ_trợ có lợi nhất .",Social
"Phong_trào thi_đua "" Dân_vận khéo "" được các địa_phương , đơn_vị triển_khai , góp_phần quan_trọng vào phát_triển KT-XH , ổn_định an_ninh chính_trị ở địa_phương .",Social
Điều 1 . Phê_duyệt Kế_hoạch hành_động bảo_đảm an_toàn thực_phẩm trong lĩnh_vực nông_nghiệp năm 2018 trên địa_bàn tỉnh với những nội_dung chủ_yếu như sau :,Politics
"Đồng_thời tăng_cường quản_lý nguồn vốn và hướng_dẫn người_dân sử_dụng vốn vay đúng mục_đích ; Phối_hợp với các ngành chức_năng huyện tổ_chức các lớp tập_huấn nâng cao kỹ_thuật trồng_trọt , chăn_nuôi cho các hộ nghèo",Social
Xét đề_nghị của Giám_đốc Sở Văn_hoá và Thể_thao,Politics
nước ta giàu và đẹp,Usual
"Phân_lân được chú_ý trong các năm đầu_tiên để giúp vào sự phát_triển của bộ rễ . Khi cây còn nhỏ để tránh hiện_tượng cây bị xót rễ , cháy lá hoặc chết , khi bón phân cần rải đều trên mặt cách xa gốc 25-30 cm , dùng cuốc xăm xới và lấp phân .",Science
"Xây_dựng khu ký_túc_xá tập_trung phục_vụ chỗ ở cho học_sinh các trường đại_học , cao_đẳng , trung_học_chuyên_nghiệp trong nội_thành",Social
"Tổ_chức tuyên_truyền , giáo_dục , phổ_biến kiến_thức về thực_hiện các nội_dung giáo_dục",Social
Bón_thúc tăng_trọng quả vào tháng 5 – tháng 7 : Đạm urê + kali,Science
"Nhiều năm qua , tình_trạng xâm_thực của sông Kôn đã cuốn trôi nhiều diện_tích đất sản_xuất tại một_số địa_phương thuộc huyện Vĩnh_Thạnh , khiến chính_quyền địa_phương và người_dân hết_sức lo_lắng",Social
Sau khi xem_xét Tờ_trình số 92 / TTr-UBND ngày 24/11/2011 của Uỷ_ban_nhân_dân tỉnh về việc thông_qua Đề_án điều_chỉnh mức thu học_phí công_lập,Politics
Bố đang đan 3 cái nữa .,Usual
Một điều đáng nói là các cấp chính_quyền cơ_sở chưa thực_hiện đầy_đủ trách_nhiệm quản_lý_nhà_nước về rừng và đất lâm_nghiệp .,Social
"Chọn giống cây , màu ngắn ngày và thích_hợp điều_kiện khô_hạn",Science
"Trong những năm qua , UBND huyện đã thể_chế_hoá quan_điểm của Đảng và Nhà_nước , Chính_phủ , Thủ_tướng Chính_phủ ban_hành nhiều chủ_trương chính_sách bao_phủ các địa_bàn vùng DTTS và miền núi , các lĩnh_vực kinh_tế - xã_hội và chính_sách đặc_thù đối_với vùng DTTS",Politics
Để phát_triển một_số ngành kinh_tế dựa vào khai_thác tài_nguyên đa_dạng_sinh_học biển .,Social
"Người được hưởng chính_sách ưu_đãi hưởng_thụ văn_hoá quy_định tại Điều 2 Quyết_định số 170/2003 / QĐ-TTg ngày 14/8/2003 của Thủ_tướng Chính_phủ về "" Chính_sách ưu_đãi hưởng_thụ văn_hoá """,Politics
"Từ huyện Vĩnh_Thạnh lên xã Vĩnh_Sơn , chỉ có 3 con đường nhỏ , dài khoảng ba_mươi cây_số .",Usual
"Các mô_hình đó đã phát_huy hiệu_quả thiết_thực , thu_hút đông_đảo người_dân tham_gia",Social
"Sự chỉ_đạo điều_hành quyết_liệt của lãnh_đạo UBND huyện , sự tham_mưu của Ban Chỉ_đạo Phong_trào huyện , sự_tích cực vào_cuộc của cán_bộ cơ_sở và sự đồng_tình hưởng_ứng của của đông_đảo đảng_viên , cán_bộ và nhân_dân trên địa_bàn , phong_trào "" Toàn dân đoàn_kết xây_dựng đời_sống văn_hoá "" đã thực_sự đi vào đời_sống",Politics
"Phó T rưởng ban : Ông Nguyễn_Văn_Dũng , Giám_đốc Sở Du_lịch .",Politics
"Yôl vừa làm vừa chơi , hết chạy đến chỗ dượng lại chạy sang chỗ bố , có_khi lại mải_mê nhìn theo những chú bướm vàng trước mặt .",Usual
"Sở Giáo_dục và Đào_tạo có trách_nhiệm rà_soát , tổng_hợp gửi Sở Tài_chính để trình UBND tỉnh xem_xét , quyết_định hoàn_trả ngân_sách tỉnh theo quy_định .",Politics
Đại_hội đại_biểu các DTTS huyện tỉnh Bình_Định lần thứ III năm 2019 sẽ được tổ_chức vào sáng ngày 11.6.2019,Social
"Khích_lệ những sáng_tác mới tạo thành cuộc vận_động sáng_tạo văn_học , nghệ_thuật thiết_thực , sâu_sắc rõ chủ_đề , địa_chỉ , ưu_tiên vùng đồng_bào dân_tộc_thiểu_số .",Social
"Cơ_quan phối_hợp : Các sở , ban , ngành , đoàn_thể có liên_quan .",Politics
"Ngày hôm_nay , tớ đang đi học lớp hai ở trường làng .",Usual
"Ở ngoài sân , anh rể Yôl đang nói_chuyện với một trăm người lạ .",Usual
"Từ đó đã góp_phần làm thay_đổi bộ_mặt nông_thôn , nâng cao đời_sống vật_chất và tinh_thần của nhân_dân , tạo niềm tin của nhân_dân đối_với Đảng và Nhà_nước",Social
"Đối_với những đồi rừng chuyển sang trồng bưởi Diễn đều phải phát_quang , thậm_chí phải đánh bỏ toàn_bộ rễ cây rừng và san_ủi tạo mặt_phẳng tương_đối để cho việc thiết_kế vườn được dễ_dàng .",Science
"Nhờ được tập_huấn kỹ_thuật , hướng_dẫn cách làm_ăn nên phần_lớn các gia_đình vay vốn đều làm_ăn có hiệu_quả",Social
"Tại Hội_nghị , Đảng_uỷ thị_trấn cũng đã khen_thưởng cho 2 tập_thể và 28 cá_nhân hoàn_thành xuất_sắc nhiệm_vụ năm 2019 .",Politics
Mức thu phí dự_tuyển thực_hiện theo quy_định tại Thông_tư liên_tịch số 228/2016/TTLT-BTC-BNV ngày 11/11/2016 của Bộ Tài_chính và Bộ Nội_vụ,Politics
"Giúp thành_viên Hội_đồng trẻ_em tổng_hợp kiến_nghị , đề_xuất của trẻ_em , gửi về Thường_trực Hội_đồng trẻ_em cấp tỉnh .",Politics
"Chủ_động xây_dựng Kế_hoạch và bố_trí đủ nguồn kinh_phí phòng , chống dịch_bệnh động_vật năm 2020 .",Politics
"Có lần , anh_trai bẫy được con lợn_rừng to bằng con bê .",Usual
"Lúc đầu , Yôl thường thả vịt ở bãi có gần hồ , rồi đi lấy củi .",Usual
"Đồng_thời tiếp_tục phối_hợp thực_hiện các giải_pháp củng_cố , nâng cao chất_lượng hoạt_động của tổ_chức hội nhận uỷ_thác các cấp và chất_lượng hoạt_động của các Tổ_Tiết kiệm và vay vốn",Social
"Ở ngoài sân , ba Yôl đang nói_chuyện với ba người lạ .",Usual
"Căn_cứ Nghị_quyết số 36 - NQ / TW ngày 22/10/2018 của Ban_chấp_hành Trung_ương Đảng Khoá_XII về Chiến_lược phát_triển bền_vững kinh_tế biển Việt_Nam đến năm 2030 , tầm nhìn đến năm 2045",Politics
Hoặc trên trang thông_tin điện_tử của UBND tỉnh và Sở Nội_vụ và không tiếp_nhận Phiếu đăng_ký dự_tuyển trong một kỳ tuyển_dụng tiếp_theo .,Politics
"Điều 1 . Kiện_toàn Hội_đồng Phối_hợp phổ_biến , giáo_dục pháp_luật của tỉnh Bình_Định ( gọi tắt là Hội_đồng ) , gồm các ông , bà có tên sau :",Politics
"Ở ngoài sân , chú Yôl đang nói_chuyện với 10 người lạ .",Usual
"Ở ngoài sân , cậu Yôl đang nói_chuyện với 3 người lạ .",Usual
"Nho được đóng_gói vào túi ny lon có lỗ thoát khí hoặc khay xốp có bao màng dẻo , yêu_cầu thao_tác cẩn_thận , nhẹ_nhàng đảm_bảo quả nho không bị dập và thâm .",Science
Công_tác thực_thi pháp_luật,Social
"Ông Man_Đăng_Mỹ , Phó Trưởng phòng Phòng Giáo_dục Mầm_non - Tiểu_học , Sở Giáo_dục và Đào_tạo .",Education
"Để thực_hiện tốt các mục_tiêu năm 2020 , Ngân_hàng CSXH huyện Vĩnh_Thạnh đề ra những biện_pháp cụ_thể đẩy_mạnh thực_hiện hỗ_trợ vốn các Chương_trình tín_dụng chính_sách như",Social
"Kế_hoạch hành_động bảo_đảm an_toàn thực_phẩm trong lĩnh_vực Nông_nghiệp năm 2020 "" trên địa_bàn tỉnh",Politics
"Hôm_kia , tớ đang đi học lớp 9 ở trường làng .",Usual
Bố và chị dậy sớm hơn mọi ngày .,Usual
Tất_cả là 8 cái .,Usual
"Đi xem hết chợ 1 lượt , anh rể dừng lại chỗ người bán nhiều rựa nhất .",Usual
"Sở Du_lịch khảo_sát , đánh_giá , xây_dựng phương_án bảo_đảm an_toàn cho du_khách , các cơ_sở lưu_trú , hoạt_động du_lịch , cung_cấp thông_tin đầy_đủ cho du_khách khi có thiên tai.và triển_khai thực_hiện phương_án .",Politics
"Tại buổi giám_sát , lãnh_đạo UBND xã đã báo_cáo về kết_quả xây_dựng , thực_hiện công_tác khoán bảo_vệ rừng trên địa_bàn xã .",Politics
"Đặc_biệt thực_hiện tốt công_tác giáo_dục và xoá_đói_giảm_nghèo ở vùng đồng_bào dân_tộc_thiểu_số , vùng_sâu , vùng_xa , vùng_biển , đảo .",Social
Lúc nãy bà đi chợ bán củi .,Usual
"Tham_mưu chương_trình , lịch hoạt_động của Hội_đồng trẻ_em , Ban Tham_vấn .",Politics
"Kết_quả hội_viên nông_dân đã tích_cực hưởng_ứng và xây_dựng có hiệu_quả nhiều mô_hình điểm về bảo_vệ môi_trường nông_thôn , cụ_thể :",Social
"Ở ngoài sân , ông Yôl đang nói_chuyện với ba người lạ .",Usual
"Hôm_nay , bố_mẹ cho Yôl đi theo lên rẫy . Em mang theo một chiếc gùi nhỏ . Con chó Vàng cũng đi theo . Có lúc thì theo sau , lúc thì vụt chạy lên trước , có_vẻ vui_thích lắm .",Usual
Cách_mạng_Tháng_Tám và Quốc_Khánh 2.9,Social
"Chủ_động chỉ_đạo tổ_chức các hoạt_động "" Ngày Văn_hoá các dân_tộc Việt_Nam "" tại Bình_Định",Social
Huy_động nhân_dân đến xem các chương_trình trong Liên_hoan .,Social
"Hôm kỉa , tớ đang đi học lớp tám ở trường làng .",Usual
""" Lúa lai là giống mới , nên ban_đầu khi chính_quyền địa_phương vận_động đưa vào sản_xuất , không riêng gì tôi mà nhiều người_dân trong thôn cũng phân_vân , lo_ngại không đảm_bảo kỹ_thuật , hiệu_quả không như sản_xuất lúa thuần .",Science
"Với sự nỗ_lực , quyết_tâm , nêu cao tinh_thần trách_nhiệm , đoàn_kết thống_nhất của toàn Đảng_bộ và nhân_dân trong huyện , kinh_tế - xã_hội của huyện từng bước phát_triển , đời_sống của nhân_dân ngày_càng được nâng cao ; số xã đạt thêm các tiêu_chí nông_thôn mới tăng lên ; quốc_phòng an_ninh được bảo_đảm , giữ vững vững ổn_định",Social
Người Ba na ở đây đã lâu chưa ?,Usual
"Đến gần trưa , chợ đã vãn người , Yôl và chị ra về .",Usual
Quyết_định về việc công_bố Danh_mục thủ_tục hành_chính mới ban_hành trong lĩnh_vực nông_nghiệp và Phát_triển nông_thôn thuộc phạm_vi chức_năng quản_lý của Sở Nông_nghiệp và Phát_triển nông_thôn tỉnh Bình_Định,Politics
"Trong tự_nhiên , bào_tử mộc_nhĩ bay lơ_lửng trong không_khí , gặp điều_kiện thuận_lợi sẽ nảy mầm thành sợi , ăn sâu vào thớ gỗ , sau đó mộc_nhĩ sẽ mọc ở phía ngoài thân gỗ .",Science
"Qua bình_xét gia_đình văn_hoá năm 2019 , toàn thôn có 246/250 hộ đạt danh_hiệu gia_đình văn_hoá , đạt tỷ_lệ 98,4% .",Social
Hôm_qua bà đan được ba cái .,Usual
Hoạt_động thường_xuyên của Ban Tham_vấn :,Politics
"Các tổ_chức chuyên_môn , nghiệp_vụ trực_thuộc Ban Quản_lý được thành_lập trên cơ_sở chức_năng , nhiệm_vụ được giao và yêu_cầu hoạt_động trong từng thời_kỳ .",Politics
"Ngày_xửa_ngày_xưa , ở một làng nọ , có một chàng trai_trẻ mô côi từ nhỏ , nhà rất nghèo .",Usual
"Theo Hạt kiểm_lâm huyện : Toàn huyện hiện có 58.835 ha đất lâm_nghiệp , trong đó đất có rừng 47.685 ha , đất rừng trồng 3.399 ha , độ che_phủ của rừng đạt 75,8% .",Social
Các lĩnh_vực văn_hoá - xã_hội có nhiều chuyển_biến tích_cực,Social
Trường_hợp có từ 02 người trở lên có kết_quả tuyển_dụng thấp hơn liền kề mà bằng nhau thì Chủ_tịch UBND tỉnh quyết_định người trúng_tuyển theo quy_định tại Điểm b Khoản 3 Mục_IV .,Politics
Cây_Giảo cổ lam sau 4 - 5 tháng kể từ ngày trồng ( tuỳ theo tốc_độ sinh_trưởng và phát_triển về khối_lượng dược_liệu của cây trên từng thửa ruộng ) có_thể tiến_hành thu_hoạch dược_liệu .,Science
"Bố mua cho Yôl một cái quần màu xanh , một cái quần màu vàng .",Usual
"Xế trưa , Yôl cùng bác sang thăm .",Usual
"Thực_hiện sự chỉ_đạo của huyện về việc triển_khai công_tác tiêm phòng vắc_xin cho đàn gia_súc , gia_cầm năm 2020 , đến thời_điểm hiện_tại , xã Vĩnh_Thịnh đã triển_khai tiêm phòng được 5.000 liều vắc_xin cho đàn gia_cầm , đạt tỷ_lệ khoảng 41% kế_hoạch",Social
Lúc đầu mới đan được mười cái .,Usual
"Về phân_chia nguồn vốn đối_với công_trình nước_sạch nông_thôn : Phân_chia theo Quyết_định số 36/2018/QĐ-UBND ngày 20/7/2018 của UBND tỉnh về việc ban_hành Quy_định một_số chính_sách ưu_đãi , hỗ_trợ đầu_tư xây_dựng công_trình cấp nước_sạch nông_thôn trên địa_bàn tỉnh .",Politics
"Buổi chiều , Yôl thường thả chó ở bãi có gần hồ , rồi đi lấy củi .",Usual
